#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
Bat coronavirus BM48-31/BGR/2008,Viruses;Other;Coronaviridae,,,GCA_000887595.1,Complete,0.029276,40.4, Unknown:NC_014470.1/GU190215.1,vertebrates,9,,2010-08-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/887/595/GCA_000887595.1_ViralProj51751,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/887/595/GCF_000887595.1_ViralProj51751, Unknown:NC_014470.1/GU190215.1
Sparrow coronavirus HKU17,Viruses;Other;Coronaviridae,,,GCA_000868165.1,Complete,0.026083,44.6, Unknown:NC_016992.1/JQ065045.1,vertebrates,9,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/868/165/GCA_000868165.1_ViralProj17048,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/868/165/GCF_000868165.1_ViralProj17048, Unknown:NC_016992.1/JQ065045.1
Porcine coronavirus HKU15,Viruses;Other;Coronaviridae,,,GCA_002816235.1,Complete,0.025425,43.2,NC_039208.1/JQ065043.2,vertebrates,7,111,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/235/GCA_002816235.1_ASM281623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/235/GCF_002816235.1_ASM281623v1,NC_039208.1/JQ065043.2
White-eye coronavirus HKU16,Viruses;Other;Coronaviridae,,,GCA_000896875.1,Complete,0.026041,39.8, Unknown:NC_016991.1/JQ065044.1,vertebrates,8,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/896/875/GCA_000896875.1_ViralProj109273,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/875/GCF_000896875.1_ViralProj109273, Unknown:NC_016991.1/JQ065044.1
Magpie-robin coronavirus HKU18,Viruses;Other;Coronaviridae,,,GCA_000894435.1,Complete,0.026689,46.7, Unknown:NC_016993.1/JQ065046.1,vertebrates,9,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/894/435/GCA_000894435.1_ViralProj109275,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/894/435/GCF_000894435.1_ViralProj109275, Unknown:NC_016993.1/JQ065046.1
Night heron coronavirus HKU19,Viruses;Other;Coronaviridae,,,GCA_000896035.1,Complete,0.026077,38.1, Unknown:NC_016994.1/JQ065047.1,vertebrates,8,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/896/035/GCA_000896035.1_ViralProj109277,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/035/GCF_000896035.1_ViralProj109277, Unknown:NC_016994.1/JQ065047.1
Wigeon coronavirus HKU20,Viruses;Other;Coronaviridae,,,GCA_000895415.1,Complete,0.026227,39.4, Unknown:NC_016995.1/JQ065048.1,vertebrates,10,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/895/415/GCA_000895415.1_ViralProj109279,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/895/415/GCF_000895415.1_ViralProj109279, Unknown:NC_016995.1/JQ065048.1
Common moorhen coronavirus HKU21,Viruses;Other;Coronaviridae,,,GCA_000896895.1,Complete,0.026223,35.1, Unknown:NC_016996.1/JQ065049.1,vertebrates,9,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/896/895/GCA_000896895.1_ViralProj109281,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/895/GCF_000896895.1_ViralProj109281, Unknown:NC_016996.1/JQ065049.1
Thrush coronavirus HKU12-600,Viruses;Other;Coronaviridae,,,GCA_000883335.1,Complete,0.026396,38, Unknown:NC_011549.1/FJ376621.1,vertebrates,9,,2008-11-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/883/335/GCA_000883335.1_ViralProj32701,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/883/335/GCF_000883335.1_ViralProj32701, Unknown:NC_011549.1/FJ376621.1
Munia coronavirus HKU13-3514,Viruses;Other;Coronaviridae,,,GCA_000880835.1,Complete,0.026552,42.5, Unknown:NC_011550.1/FJ376622.1,vertebrates,9,,2008-11-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/880/835/GCA_000880835.1_ViralProj32703,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/880/835/GCF_000880835.1_ViralProj32703, Unknown:NC_011550.1/FJ376622.1
Ferret coronavirus,Viruses;Other;Coronaviridae,,,GCA_003971885.1,Complete,0.02855,38.8,LC119077.1,vertebrates,9,,2016-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/971/885/GCA_003971885.1_ASM397188v1,,LC119077.1
Bat coronavirus,Viruses;Other;Coronaviridae,,PRJNA292888,GCA_002118885.1,Complete,0.029642,41.2, Unknown:NC_034440.1/KX574227.1,vertebrates,10,11,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/118/885/GCA_002118885.1_ViralProj385635,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/885/GCF_002118885.1_ViralProj385635, Unknown:NC_034440.1/KX574227.1
Bulbul coronavirus HKU11-934,Viruses;Other;Coronaviridae,,,GCA_002816215.1,Complete,0.026487,38.7,NC_011547.1/FJ376619.2,vertebrates,9,1,2008-11-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/215/GCA_002816215.1_ASM281621v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/215/GCF_002816215.1_ASM281621v1,NC_011547.1/FJ376619.2
unidentified human coronavirus,Viruses;Other;Coronaviridae,,,GCA_002889935.1,Complete,0.004068,35.6,MF996621.1,human,1,,2017-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/889/935/GCA_002889935.1_ASM288993v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/889/935/GCF_002889935.1_ASM288993v1,MF996621.1
Porcine coronavirus HKU15,Viruses;Other;Coronaviridae,,,GCA_000895395.2,Complete,0.02543,43.1, Unknown:JQ065042.2,vertebrates,7,,2012-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/895/395/GCA_000895395.2_ViralProj109271,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/895/395/GCF_000895395.2_ViralProj109271, Unknown:JQ065042.2
Human coronavirus 229E,Viruses;Other;Coronaviridae,,,GCA_000853505.1,Complete,0.027317,38.3, Unknown:NC_002645.1/AF304460.1,"human,vertebrates",8,61,2001-01-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/505/GCA_000853505.1_ViralProj14913,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/505/GCF_000853505.1_ViralProj14913, Unknown:NC_002645.1/AF304460.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,,GCA_000848685.1,Complete,0.028033,42, Unknown:NC_003436.1/AF353511.1,"invertebrates,vertebrates",6,637,2001-04-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/848/685/GCA_000848685.1_ViralProj14739,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/685/GCF_000848685.1_ViralProj14739, Unknown:NC_003436.1/AF353511.1
Human coronavirus NL63,Viruses;Other;Coronaviridae,,,GCA_000853865.1,Complete,0.027553,34.5, Unknown:NC_005831.2/AY567487.2,human,6,65,2004-03-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/865/GCA_000853865.1_ViralProj14960,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/865/GCF_000853865.1_ViralProj14960, Unknown:NC_005831.2/AY567487.2
Human coronavirus HKU1,Viruses;Other;Coronaviridae,,,GCA_000858765.1,Complete,0.029926,32.1, Unknown:NC_006577.2/AY597011.2,human,8,46,2004-12-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/858/765/GCA_000858765.1_ViralProj15139,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/765/GCF_000858765.1_ViralProj15139, Unknown:NC_006577.2/AY597011.2
Scotophilus bat coronavirus 512,Viruses;Other;Coronaviridae,,,GCA_000870985.1,Complete,0.028203,40.1, Unknown:NC_009657.1/DQ648858.1,vertebrates,6,,2006-07-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/870/985/GCA_000870985.1_ViralProj20135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/870/985/GCF_000870985.1_ViralProj20135, Unknown:NC_009657.1/DQ648858.1
Rhinolophus bat coronavirus HKU2,Viruses;Other;Coronaviridae,,,GCA_000875645.1,Complete,0.027165,39.3, Unknown:NC_009988.1/EF203064.1,vertebrates,8,8,2007-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/645/GCA_000875645.1_ViralProj27911,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/645/GCF_000875645.1_ViralProj27911, Unknown:NC_009988.1/EF203064.1
Miniopterus bat coronavirus HKU8,Viruses;Other;Coronaviridae,,,GCA_000879875.1,Complete,0.028773,41.8, Unknown:NC_010438.1/EU420139.1,vertebrates,8,4,2008-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/875/GCA_000879875.1_ViralProj29245,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/875/GCF_000879875.1_ViralProj29245, Unknown:NC_010438.1/EU420139.1
Beluga whale coronavirus SW1,Viruses;Other;Coronaviridae,,,GCA_000872845.1,Complete,0.031686,39.2, Unknown:NC_010646.1/EU111742.1,vertebrates,14,3,2008-04-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/872/845/GCA_000872845.1_ViralProj29509,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/845/GCF_000872845.1_ViralProj29509, Unknown:NC_010646.1/EU111742.1
Bat coronavirus HKU4-1,Viruses;Other;Coronaviridae,,,GCA_000870505.1,Complete,0.030286,37.8, Unknown:NC_009019.1/EF065505.1,vertebrates,9,5,2007-02-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/870/505/GCA_000870505.1_ViralProj18863,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/870/505/GCF_000870505.1_ViralProj18863, Unknown:NC_009019.1/EF065505.1
Bat coronavirus HKU5-1,Viruses;Other;Coronaviridae,,,GCA_000873025.1,Complete,0.030482,43.2, Unknown:NC_009020.1/EF065509.1,vertebrates,9,4,2007-02-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/873/025/GCA_000873025.1_ViralProj18865,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/025/GCF_000873025.1_ViralProj18865, Unknown:NC_009020.1/EF065509.1
Bat coronavirus HKU9-1,Viruses;Other;Coronaviridae,,,GCA_000868045.1,Complete,0.029114,41, Unknown:NC_009021.1/EF065513.1,vertebrates,8,8,2007-02-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/868/045/GCA_000868045.1_ViralProj18867,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/868/045/GCF_000868045.1_ViralProj18867, Unknown:NC_009021.1/EF065513.1
Murine hepatitis virus,Viruses;Other;Coronaviridae,,,GCA_003971785.1,Complete,0.031335,41.8,AY700211.1,vertebrates,10,,2004-08-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/971/785/GCA_003971785.1_ASM397178v1,,AY700211.1
Human coronavirus OC43,Viruses;Other;Coronaviridae,,,GCA_003972325.1,Complete,0.030741,36.8,NC_006213.1/AY585228.1,"human,vertebrates",8,306,2004-08-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/972/325/GCA_003972325.1_ASM397232v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/972/325/GCF_003972325.1_ASM397232v1,NC_006213.1/AY585228.1
Rabbit coronavirus HKU14,Viruses;Other;Coronaviridae,,,GCA_000896935.1,Complete,0.0311,37.6, Unknown:NC_017083.1/JN874559.1,vertebrates,11,3,2012-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/896/935/GCA_000896935.1_ViralProj157249,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/935/GCF_000896935.1_ViralProj157249, Unknown:NC_017083.1/JN874559.1
Rousettus bat coronavirus HKU10,Viruses;Other;Coronaviridae,,,GCA_000899495.1,Complete,0.028494,38.5, Unknown:NC_018871.1/JQ989270.1,vertebrates,9,7,2012-10-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/899/495/GCA_000899495.1_ViralProj177902,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/899/495/GCF_000899495.1_ViralProj177902, Unknown:NC_018871.1/JQ989270.1
Bat coronavirus CDPHE15/USA/2006,Viruses;Other;Coronaviridae,,PRJNA260063,GCA_000913415.1,Complete,0.028035,40.8, Unknown:NC_022103.1/KF430219.1,vertebrates,7,1,2013-08-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/913/415/GCA_000913415.1_ViralProj215863,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/415/GCF_000913415.1_ViralProj215863, Unknown:NC_022103.1/KF430219.1
Betacoronavirus Erinaceus/VMC/DEU/2012,Viruses;Other;Coronaviridae,,,GCA_002816175.1,Complete,0.030148,37.5,NC_039207.1/KC545383.1,vertebrates,12,2,2013-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/175/GCA_002816175.1_ASM281617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/175/GCF_002816175.1_ASM281617v1,NC_039207.1/KC545383.1
Bat Hp-betacoronavirus/Zhejiang2013,Viruses;Other;Coronaviridae,,,GCA_000926915.1,Complete,0.031491,41.3, Unknown:NC_025217.1/KF636752.1,vertebrates,9,,2014-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/926/915/GCA_000926915.1_ViralProj263036,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/915/GCF_000926915.1_ViralProj263036, Unknown:NC_025217.1/KF636752.1
Betacoronavirus HKU24,Viruses;Other;Coronaviridae,,,GCA_000930095.1,Complete,0.031249,40.1, Unknown:NC_026011.1/KM349742.1,vertebrates,10,2,2015-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/930/095/GCA_000930095.1_ViralProj271776,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/095/GCF_000930095.1_ViralProj271776, Unknown:NC_026011.1/KM349742.1
Swine enteric coronavirus,Viruses;Other;Coronaviridae,,,GCA_001501415.1,Complete,0.028111,38.1, Unknown:NC_028806.1/KR061459.1,vertebrates,9,128,2015-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/501/415/GCA_001501415.1_ViralProj307783,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/415/GCF_001501415.1_ViralProj307783, Unknown:NC_028806.1/KR061459.1
BtRf-AlphaCoV/YN2012,Viruses;Other;Coronaviridae,,,GCA_001501755.1,Complete,0.026975,37.8, Unknown:NC_028824.1/KJ473808.1,vertebrates,6,,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/501/755/GCA_001501755.1_ViralProj307855,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/501/755/GCF_001501755.1_ViralProj307855, Unknown:NC_028824.1/KJ473808.1
BtRf-AlphaCoV/HuB2013,Viruses;Other;Coronaviridae,,,GCA_001504755.1,Complete,0.027608,38.3, Unknown:NC_028814.1/KJ473807.1,vertebrates,7,1,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/504/755/GCA_001504755.1_ViralProj307856,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/504/755/GCF_001504755.1_ViralProj307856, Unknown:NC_028814.1/KJ473807.1
BtNv-AlphaCoV/SC2013,Viruses;Other;Coronaviridae,,,GCA_001505415.1,Complete,0.027783,41.8, Unknown:NC_028833.1/KJ473809.1,vertebrates,6,,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/505/415/GCA_001505415.1_ViralProj307857,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/505/415/GCF_001505415.1_ViralProj307857, Unknown:NC_028833.1/KJ473809.1
BtMr-AlphaCoV/SAX2011,Viruses;Other;Coronaviridae,,,GCA_001503155.1,Complete,0.027935,41, Unknown:NC_028811.1/KJ473806.1,vertebrates,6,,2015-12-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/503/155/GCA_001503155.1_ViralProj307859,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/503/155/GCF_001503155.1_ViralProj307859, Unknown:NC_028811.1/KJ473806.1
Rousettus bat coronavirus,Viruses;Other;Coronaviridae,,,GCA_001725835.1,Complete,0.030161,45.3,NC_030886.1/KU762338.1,vertebrates,10,1,2016-09-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/725/835/GCA_001725835.1_ViralProj342647,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/725/835/GCF_001725835.1_ViralProj342647,NC_030886.1/KU762338.1
Mink coronavirus strain WD1127,Viruses;Other;Coronaviridae,,,GCA_000919475.1,Complete,0.028941,37.5, Unknown:NC_023760.1/HM245925.1,vertebrates,10,,2010-06-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/919/475/GCA_000919475.1_ViralProj241029,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/475/GCF_000919475.1_ViralProj241029, Unknown:NC_023760.1/HM245925.1
NL63-related bat coronavirus,Viruses;Other;Coronaviridae,,,GCA_003972065.1,Complete,0.028679,42.8,KY073745.1,vertebrates,8,,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/972/065/GCA_003972065.1_ASM397206v1,,KY073745.1
Lucheng Rn rat coronavirus,Viruses;Other;Coronaviridae,,,GCA_001962315.1,Complete,0.028763,40.2, Unknown:NC_032730.1/KF294380.2,vertebrates,5,,2014-10-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/962/315/GCA_001962315.1_ViralProj361952,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/962/315/GCF_001962315.1_ViralProj361952, Unknown:NC_032730.1/KF294380.2
Coronavirus AcCoV-JC34,Viruses;Other;Coronaviridae,,,GCA_002194405.1,Complete,0.027682,40.1, Unknown:NC_034972.1/KX964649.1,vertebrates,9,,2017-05-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/194/405/GCA_002194405.1_ViralProj390412,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/405/GCF_002194405.1_ViralProj390412, Unknown:NC_034972.1/KX964649.1
Wencheng Sm shrew coronavirus,Viruses;Other;Coronaviridae,,,GCA_002219865.1,Complete,0.025995,32, Unknown:NC_035191.1/KY967717.1,vertebrates,5,8,2017-07-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/219/865/GCA_002219865.1_ViralProj394320,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/865/GCF_002219865.1_ViralProj394320, Unknown:NC_035191.1/KY967717.1
Miniopterus bat coronavirus 1,Viruses;Other;Coronaviridae,,,GCA_000879255.1,Complete,0.028326,38.1, Unknown:NC_010437.1/EU420138.1,vertebrates,7,3,2008-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/879/255/GCA_000879255.1_ViralProj29247,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/255/GCF_000879255.1_ViralProj29247, Unknown:NC_010437.1/EU420138.1
NL63-related bat coronavirus,Viruses;Other;Coronaviridae,,,GCA_001904885.1,Complete,0.028363,39.2,NC_032107.1/KY073744.1,vertebrates,8,2,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/904/885/GCA_001904885.1_ViralProj357487,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/904/885/GCF_001904885.1_ViralProj357487,NC_032107.1/KY073744.1
Ferret coronavirus,Viruses;Other;Coronaviridae,,,GCA_001661775.1,Complete,0.028434,39,NC_030292.1/KM347965.1,vertebrates,9,4,2016-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/775/GCA_001661775.1_ViralProj325258,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/775/GCF_001661775.1_ViralProj325258,NC_030292.1/KM347965.1
Swine enteric coronavirus,Viruses;Other;Coronaviridae,,PRJEB13040,GCA_900078225.1,Complete,0.02805,38.2,LT545990.1,vertebrates,0,,2016-05-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/078/225/GCA_900078225.1_SeCoV_GER_L00930_2012,,LT545990.1
Betacoronavirus Erinaceus/VMC/DEU/2012,Viruses;Other;Coronaviridae,,,GCA_000912235.1,Complete,0.030175,37.5, Unknown:KC545386.1,vertebrates,12,,2013-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/912/235/GCA_000912235.1_ViralProj226084,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/235/GCF_000912235.1_ViralProj226084, Unknown:KC545386.1
Turkey coronavirus,Viruses;Other;Coronaviridae,,,GCA_000880055.1,Complete,0.027657,38.3, Unknown:NC_010800.1/EU095850.1,"human,vertebrates",11,388,2008-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/880/055/GCA_000880055.1_ViralProj30039,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/880/055/GCF_000880055.1_ViralProj30039, Unknown:NC_010800.1/EU095850.1
Murine hepatitis virus,Viruses;Other;Coronaviridae,,,GCA_000862345.1,Complete,0.031357,41.8, Unknown:NC_001846.1/AF029248.1,vertebrates,5,32,1997-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/862/345/GCA_000862345.1_ViralProj15350,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/345/GCF_000862345.1_ViralProj15350, Unknown:NC_001846.1/AF029248.1
Porcine epidemic diarrhea virus,Viruses;Other;Coronaviridae,,PRJEB20818,GCA_900188515.1,Complete,0.027998,42,LT897799.1,"invertebrates,vertebrates",6,,2018-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/188/515/GCA_900188515.1_PEDV_GER_L00901-V215_1978,,LT897799.1
